0.2211,0.99658,0.90356,0.15068
0.24479,0.88575,0.77178,0.31329
0.70151,0.68452,0.69863,0.72575
0.010274,0.76945,0.95041,0.060137
0.020685,0.86767,0.94781,0.19712
0.21014,0.9989,0.80671,0.36712
0.97452,0.25534,0.099726,0.85932
0.54548,0.12548,0.65877,0.76877
0.050274,0.39151,0.99055,0.26863
0.098356,0.77384,0.96205,0.10507
0.0087671,0.98,0.94055,0.29986
0.022055,0.97589,0.88178,0.033425
0.028767,0.91342,0.81644,0.1489
0.040137,0.91438,0.97205,0.073014
0.17959,0.91918,0.75205,0.26699
0.14918,0.83425,0.74082,0.20863
0.53397,0.42137,0.74151,0.54959
0.8574,0.23342,0.52356,0.96849
0.78247,0.24192,0.59274,0.96123
0.90014,0.32466,0.36932,0.98205
0.87493,0.64356,0.39863,0.98575
0.76096,0.47959,0.9526,0.94808
0.70466,0.17781,0.82137,0.89904
0.70493,0.84425,0.28205,0.88315
0.59452,0.52781,0.90849,0.84685
0.096986,0.99973,0.80479,0.59808
0.33973,0.96904,0.31411,0.44685
0.14589,0.83342,0.95712,0.45849
0.2111,0.99712,0.099726,0.3226
0.096164,0.92123,0.44,0.36329
0.3726,0.99507,0.059178,0.30192
0.1489,0.9011,0.3026,0.33877
0.056164,0.37685,0.80315,0.16411
0.095753,0.19425,0.66562,0.0094521
0.018493,0.87137,0.95863,0.064658
0.033973,0.92247,0.95466,0.092055
0.073836,0.99685,0.97301,0.1889
0.061644,0.9937,0.92781,0.38082
0.60616,0.93575,0.41397,0.40849
0.30082,0.85192,0.96534,0.48192
0.58562,0.99274,0.2437,0.63041
0.88644,0.23411,0.30973,0.76767
0.52822,0.45548,0.87904,0.58233
0.98342,0.43548,0.17863,0.84329
0.87671,0.29932,0.66877,0.72863
0.61233,0.45,0.61425,0.70973
0.63548,0.08726,0.50055,0.91932
0.81671,0.27329,0.73877,0.94521
0.67959,0.46877,0.57685,0.97452
0.77452,0.055068,0.55164,0.95438
0.26493,0.9474,0.87,0.6611
0.71836,0.52959,0.85315,0.92973
0.32205,0.93603,0.76041,0.71685
0.64247,0.97466,0.83027,0.81164
0.35342,0.99959,0.70068,0.76466
0.083425,0.99986,0.84671,0.77
0.10247,0.99822,0.98342,0.73342
0.17151,0.91068,0.97315,0.73178
0.23027,0.98384,0.9511,0.77356
0.23521,0.99685,0.91219,0.57178
0.11205,0.99945,0.94726,0.60671
0.041918,0.99932,0.9811,0.59973
0.13329,0.84904,0.90123,0.40575
0.28562,0.96288,0.64603,0.67151
0.061918,0.68767,0.99205,0.33658
0.0067123,0.91315,0.99986,0.50658
0.0027397,0.99726,0.96425,0.15685
0.0009589,0.75438,0.86575,0.056986
0.00054795,0.99575,0.99452,0.044247
0.039452,0.91904,0.75836,0.026849
0.37329,0.9974,0.31795,0.21205
0.24918,0.98123,0.95301,0.29137
0.50205,0.72918,0.67808,0.54192
0.52849,0.14315,0.90863,0.61137
0.83781,0.51685,0.69452,0.92712
0.79329,0.36384,0.80712,0.89863
0.7263,0.70219,0.80726,0.7963
0.85096,0.0094521,0.40342,0.95123
0.53014,0.90096,0.33822,0.90151
0.83479,0.29616,0.47726,0.99329
0.74521,0.013699,0.40151,0.98151
0.82137,0.41425,0.088219,0.98753
0.49849,0.71068,0.4937,0.93781
0.18767,0.98753,0.64904,0.80192
0.56849,0.4163,0.30863,0.82342
0.31301,0.71849,0.6763,0.81795
0.20685,0.99904,0.27849,0.85904
0.54863,0.65589,0.093699,0.83767
0.073699,0.99973,0.87767,0.72863
0.1474,0.86411,0.57411,0.4937
0.18877,0.99973,0.21507,0.24356
0.070137,0.97726,0.91411,0.49274
0.32644,0.84397,0.11575,0.5337
0.05137,0.96205,0.98274,0.10699
0.0076712,0.97904,0.98534,0.18096
0.0063014,0.9889,0.82137,0.34151
0.051918,0.99753,0.88452,0.28466
0.053288,0.62603,0.84849,0.12877
0.37014,0.44315,0.55301,0.19274
0.15795,0.9937,0.59548,0.051096
0.21918,0.97877,0.61178,0.062466
0.038356,0.96342,0.82096,0.19918
0.37753,0.99945,0.43753,0.25219
0.015616,0.99466,0.91767,0.31767
0.2411,0.91507,0.79589,0.52164
0.37274,0.84534,0.87822,0.46288
0.87301,0.44849,0.62452,0.82904
0.82082,0.30575,0.27836,0.83082
0.92932,0.49055,0.47356,0.89014
0.85699,0.40137,0.55288,0.94274
0.79192,0.47466,0.10562,0.99534
0.93274,0.066027,0.55986,0.99247
0.96342,0.4963,0.17,0.99425
0.76562,0.18096,0.16534,1
0.14507,0.99411,0.84986,0.65137
0.16397,0.9789,0.58014,0.65726
0.48795,0.77164,0.29247,0.76178
0.24849,0.59507,0.66849,0.53945
0.0093151,0.97808,0.99438,0.22973
0.045616,0.99589,0.72562,0.3463
0.022466,0.97301,0.94575,0.37123
0.020274,0.91178,0.79836,0.091507
0.046438,0.99603,0.72973,0.33562
0.060548,0.99781,0.93767,0.34027
0.0012329,0.98986,0.92658,0.29288
0.0028767,0.68534,0.70671,0.25027
0.0091781,0.79,0.9611,0.12384
0.14945,0.56233,0.14164,0.14
0.15767,0.56616,0.6874,0.026027
0.017945,0.93014,0.79151,0.10219
0.013699,0.99863,0.79699,0.22123
0.39822,0.89904,0.87973,0.012603
0.62479,0.4237,0.67342,0.33781
0.36986,0.78507,0.84822,0.29767
0.37178,0.86164,0.98315,0.36315
0.16027,0.97288,0.9263,0.3537
0.94932,0.99219,0.061096,0.28096
0.27795,0.99904,0.48466,0.24849
0.28863,0.28247,0.94589,0.54548
0.53589,0.71699,0.94658,0.67274
0.75877,0.13932,0.82575,0.70096
0.88082,0.1089,0.35288,0.8763
0.86274,0.098767,0.39014,0.99397
0.64726,0.48219,0.77616,0.94767
0.63753,0.64644,0.22178,0.97233
0.50479,0.18822,0.66205,0.94411
0.75918,0.01589,0.1263,0.99082
0.54822,0.53767,0.23452,0.84247
0.69699,0.58534,0.46082,0.98521
0.41479,0.23096,0.93548,0.92658
0.60123,0.012192,0.8111,0.65014
0.13438,0.96699,0.86137,0.43877
0.42096,0.84959,0.096301,0.53219
0.0028767,0.08274,0.9463,0.062603
0.0067123,0.51452,0.98658,0.089178
0.026027,0.99781,0.52479,0.22247
0.00068493,0.99986,0.99274,0.14959
0.10123,0.97479,0.96904,0.34123
0.19548,0.99863,0.33644,0.16795
0.12616,0.97795,0.99438,0.53753
0.16219,0.99781,0.80479,0.37904
0.48658,0.98425,0.050685,0.22164
0.0083562,0.88205,0.68356,0.18178
0.069863,0.99507,0.94452,0.4663
0.16918,0.96452,0.83644,0.49479
0.75315,0.99479,0.37178,0.59534
0.1637,0.9963,0.68753,0.39466
0.72315,0.1526,0.8111,0.70603
0.56644,0.82822,0.88685,0.76575
0.71041,0.81548,0.73329,0.7174
0.75616,0.71603,0.6963,0.82315
0.73685,0.82014,0.91096,0.9063
0.58411,0.5863,0.96219,0.87534
0.98027,0.30562,0.60027,0.9837
0.81562,0.14767,0.77178,0.9589
0.96151,0.22082,0.59342,0.98055
0.58342,0.38356,0.83068,0.75411
0.80178,0.12247,0.1463,0.8237
0.81945,0.38164,0.19356,0.90877
0.82274,0.65781,0.02411,0.97699
0.90945,0.27151,0.82068,0.86164
0.76521,0.49822,0.7411,0.8074
0.93384,0.74932,0.12205,0.89616
0.53959,0.7711,0.80644,0.80425
0.83425,0.17767,0.79507,0.80233
0.84178,0.16726,0.78219,0.86027
0.6874,0.77192,0.40329,0.86356
0.42342,0.61123,0.96575,0.93753
0.52616,0.4063,0.96575,0.93384
0.32247,0.99466,0.92575,0.72096
0.23288,0.98808,0.90178,0.73877
0.11712,1,0.85644,0.72397
0.46342,0.96205,0.78479,0.80699
0.16192,0.99918,0.86397,0.79644
0.31164,0.9211,0.89877,0.7137
0.31644,0.97452,0.27562,0.8674
0.49836,0.96808,0.50932,0.90466
0.63137,0.54699,0.52712,0.97137
0.55616,0.58548,0.30712,0.74329
0.051096,0.46137,0.89808,0.58589
0.044932,0.54671,0.56521,0.14534
0.046164,0.79863,0.75493,0.12808
0.12808,0.66932,0.80466,0.25329
0.068082,0.86644,0.87274,0.16493
0.01274,0.94685,1,0.42068
0.036575,0.98863,0.69589,0.27274
0.012877,0.4137,0.56466,0.034795
0.075205,0.99877,0.59205,0.33438
0.0035616,0.73548,0.86904,0.085068
0.0093151,0.83055,0.56096,0.017534
0.0021918,0.76192,0.94164,0.04411
0.36068,0.72822,0.57205,0.02137
0.066712,0.8311,0.83877,0.052192
0.26466,0.69219,0.58575,0.037397
0.49329,0.82603,0.019863,0.23315
0.13562,1,0.77781,0.43849
0.41082,0.9974,0.5037,0.26767
0.11671,1,0.63795,0.32521
0.42137,0.50192,0.46342,0.1989
0.21014,0.99671,0.65685,0.18589
0.024795,0.97041,0.83904,0.098904
0.59137,0.96863,0.29329,0.2674
0.53753,0.54726,0.94493,0.64521
0.46219,0.27041,0.8837,0.63712
0.61384,0.049589,0.93959,0.74507
0.60863,0.67137,0.58726,0.76877
0.75397,0.23959,0.76192,0.77219
0.80342,0.42192,0.81233,0.78685
0.59658,0.42493,0.97603,0.82342
0.49918,0.038493,0.92288,0.78288
0.37014,0.29425,0.95178,0.80849
0.69082,0.56616,0.93096,0.97397
0.33534,0.88863,0.53055,0.54507
0.22904,0.62767,0.96712,0.37466
0.023699,0.99959,0.97219,0.44671
0.1426,0.9663,0.93548,0.013699
0.047671,0.99945,0.64822,0.23027
0.086301,0.99247,0.44425,0.058904
0.0049315,0.92534,0.8337,0.054521
0.0017808,0.99493,0.99671,0.14808
0.0020548,0.99767,0.99397,0.07863
0.00041096,0.97795,0.74288,0.038767
0.00082192,0.9937,0.9926,0.16712
0.08,0.81534,0.5774,0.12767
0.13959,0.80603,0.65068,0.073288
0.0038356,0.37425,0.99411,0.019863
0.11096,0.97562,0.71753,0.081781
0.012329,0.87603,0.94301,0.25507
0.13151,0.91808,0.93,0.21123
0.022603,0.99384,0.98342,0.35055
0.01274,0.9837,0.97164,0.30178
0.01411,0.99904,0.98849,0.35027
0.069726,0.98904,0.85041,0.34438
0.57521,0.59863,0.81219,0.60493
0.67781,0.69932,0.69301,0.80027
0.93329,0.49301,0.82753,0.92274
0.8963,0.53877,0.7437,0.89918
0.77452,0.6874,0.92041,0.97274
0.81479,0.51849,0.54918,0.96726
0.73055,0.44425,0.5926,0.94644
0.68027,0.56082,0.7789,0.96507
0.79699,0.28301,0.5963,0.95384
0.70808,0.33329,0.48315,0.97548
0.6989,0.47014,0.9411,0.98384
0.98315,0.049863,0.043836,0.9763
0.78027,0.45192,0.33411,0.99507
0.8826,0.55904,0.1163,0.99849
0.69288,0.38699,0.39342,0.97137
0.64562,0.65918,0.60671,0.98014
0.6589,0.67068,0.66384,0.97164
0.51753,0.50164,0.75014,0.93466
0.7963,0.34274,0.38411,0.88205
0.82658,0.16479,0.086575,0.98548
0.25096,0.80877,0.96055,0.68589
0.53575,0.73219,0.5389,0.85575
0.55137,0.28712,0.32685,0.83795
0.32863,0.6474,0.66,0.48548
0.29096,0.99575,0.19986,0.57315
0.043699,0.99767,0.86397,0.48795
0.15712,0.9974,0.27123,0.45233
0.40479,0.99521,0.0058904,0.58397
0.44041,0.97877,0.020137,0.49
0.027123,0.73781,0.98,0.44411
0.031781,0.81808,0.94753,0.34616
0.090411,0.93521,0.9374,0.052329
0.059178,0.77137,0.36918,0.017671
0.036849,0.98534,0.80315,0.12137
0.00027397,0.42274,0.68205,0.030548
0.050274,0.9974,0.82274,0.10137
0.016575,0.95397,0.94315,0.11342
0.023562,0.95205,0.97384,0.10411
0.020274,0.99534,0.65781,0.07411
0.25466,0.98123,0.84507,0.11452
0.20452,0.98836,0.40973,0.0028767
0.42452,0.99986,0.066438,0.16452
0.24877,0.82863,0.29932,0.15849
0.32973,0.99685,0.62247,0.33479
0.1774,0.99685,0.74658,0.3111
0.12096,0.96808,0.96658,0.027123
0.15438,0.97137,0.89233,0.36685
0.19767,0.98219,0.96959,0.074658
0.089178,0.9926,0.98575,0.086027
0.37205,0.69959,0.96329,0.055479
0.28836,0.88055,0.89534,0.37685
0.25753,0.99452,0.75315,0.50795
0.32178,0.99521,0.70781,0.52123
0.23041,0.94795,0.93616,0.48014
0.70822,0.97767,0.60425,0.63493
0.25863,0.73603,0.9437,0.58384
0.37493,0.92055,0.86068,0.58808
0.66959,0.98027,0.63603,0.47658
0.71795,0.21205,0.4726,0.58986
0.70616,0.84315,0.92123,0.74877
0.76014,0.89945,0.89808,0.78534
0.43507,0.45932,0.94438,0.71192
0.60644,0.94767,0.6237,0.71836
0.71151,0.40397,0.73123,0.75589
0.47041,0.71589,0.98055,0.74904
0.84301,0.21616,0.81726,0.82726
0.68411,0.55356,0.41178,0.69274
0.63452,0.023562,0.84781,0.72397
0.84945,0.033973,0.24068,0.95233
0.95041,0.36247,0.01589,0.92397
0.78521,0.41233,0.92438,0.88137
0.69904,0.36425,0.86027,0.81685
0.82068,0.047123,0.47315,0.87452
0.87301,0.41534,0.13836,0.87753
0.93096,0.29534,0.042603,0.71521
0.72055,0.48603,0.53685,0.83438
0.69548,0.75288,0.97384,0.88822
0.96918,0.41548,0.71068,0.86192
0.82904,0.37699,0.93178,0.97205
0.88822,0.36945,0.88082,0.93027
0.65959,0.1063,0.64411,0.8863
0.69726,0.3574,0.91986,0.95589
0.73548,0.31027,0.91945,0.98795
0.85,0.1626,0.8463,0.98945
0.70548,0.26644,0.68055,0.97918
0.8789,0.49219,0.70178,0.98384
0.67274,0.3137,0.43726,0.83288
0.53123,0.1574,0.64959,0.86973
0.76479,0.38123,0.045342,0.99507
0.73904,0.39397,0.53658,0.84274
0.71534,0.018767,0.48123,0.84068
0.12959,0.94603,0.98411,0.8463
0.5489,0.68329,0.74479,0.84315
0.10822,0.99767,0.95192,0.82781
0.19781,0.99781,0.86151,0.88082
0.11945,0.5511,0.91356,0.81959
0.17219,0.84699,0.81808,0.74699
0.49603,0.79822,0.64973,0.73507
0.26164,0.98493,0.81904,0.77164
0.53192,0.08726,0.81315,0.93945
0.48767,0.19932,0.083562,0.78562
0.0080822,0.56904,0.99247,0.18096
0.071918,0.62712,0.96658,0.23822
0.032192,0.96274,0.9726,0.23164
0.1163,0.66589,0.67932,0.29411
0.16247,0.97795,0.52151,0.20507
0.18795,0.99877,0.26247,0.14932
0.097671,0.98384,0.6763,0.16808
0.0090411,0.91315,0.97932,0.39781
0.0058904,0.77137,0.78205,0.029726
0.23849,0.82219,0.95781,0.29753
0.37767,0.77137,0.50452,0.27849
0.40575,0.98329,0.63795,0.56493
0.52068,0.79849,0.50562,0.45425
0.68219,0.14137,0.89438,0.6989
0.96041,0.15068,0.45315,0.82151
0.69575,0.6663,0.5089,0.82795
0.67781,0.74014,0.69164,0.93342
0.87068,0.72658,0.18562,0.82671
0.75945,0.10726,0.39452,0.99192
0.95479,0.25027,0.10082,0.99562
0.92438,0.2226,0.18466,0.99247
0.86548,0.11274,0.034384,0.99849
0.89603,0.17055,0.14274,0.96027
0.90411,0.25973,0.21603,0.97699
0.79616,0.057534,0.028493,0.99699
0.74425,0.46178,0.17315,0.9974
0.84575,0.099452,0.47055,0.99863
0.86945,0.10822,0.04863,0.99753
0.83616,0.27123,0.15384,0.99918
0.80315,0.39521,0.099589,0.99877
0.66808,0.082329,0.31616,0.99726
0.87397,0.18068,0.013014,0.99918
0.87836,0.23205,0.15904,0.95877
0.62918,0.32671,0.078356,0.99548
0.78068,0.37575,0.0028767,0.99932
0.6711,0.48096,0.40068,0.98151
0.62082,0.70342,0.38315,0.99548
0.72918,0.37233,0.056164,0.9711
0.66822,0.48479,0.44342,0.99493
0.60233,0.40014,0.37411,0.98986
0.27562,0.99699,0.89233,0.66288
0.2463,0.99986,0.35863,0.80904
0.70219,0.5174,0.61671,0.88137
0.53562,0.72068,0.72096,0.81219
0.51014,0.69452,0.75863,0.75795
0.019863,1,0.85767,0.53356
0.059452,0.99534,0.87616,0.64425
0.017671,0.9174,0.97288,0.41904
0.10411,0.99315,0.76,0.29795
0.033699,0.92562,0.93151,0.54233
0.019863,1,0.85767,0.53356
0.12493,0.57342,0.97479,0.60904
0.010548,0.99945,0.97164,0.35425
0.017671,0.9174,0.97288,0.41904
0.019041,0.99863,0.94973,0.28945
0.064247,0.83151,0.97945,0.63466
0.14123,0.99411,0.66329,0.3626
0.031096,0.95808,0.98658,0.33589
0.081233,0.99562,0.54068,0.075342
0.015068,0.99274,0.95603,0.28137
0.06726,0.89068,0.91205,0.080411
0.15836,0.99055,0.054247,0.05589
0.3574,0.99384,0.23425,0.20014
0.33192,0.99041,0.45164,0.36315
0.067945,0.9963,0.66041,0.12
0.058082,0.98575,0.96014,0.16164
0.091233,0.99589,0.9274,0.11767
0.37027,0.80534,0.99548,0.54616
0.53301,0.5726,0.53767,0.69904
0.71877,0.30137,0.95836,0.75658
0.7126,0.81014,0.59233,0.78589
0.52589,0.79726,0.96205,0.79205
0.58151,0.78767,0.92096,0.79877
0.59233,0.83945,0.82753,0.82918
0.91616,0.88438,0.81301,0.86986
0.7526,0.39589,0.98342,0.91301
0.5126,0.94726,0.50507,0.65288
0.78753,0.43068,0.96384,0.87575
0.80151,0.4574,0.93658,0.85822
0.72466,0.012603,0.89329,0.89603
0.63932,0.5589,0.98945,0.91932
0.85479,0.71986,0.8811,0.99329
0.94575,0.54288,0.79082,0.99616
0.89384,0.52247,0.38603,0.95904
0.76726,0.31877,0.68274,0.82164
0.71959,0.11219,0.35767,0.80986
0.49712,0.28589,0.21247,0.96425
0.71603,0.1837,0.71466,0.96411
0.79219,0.2311,0.33781,0.98986
0.59205,0.1789,0.78329,0.94192
0.23247,0.063151,0.78918,0.41521
0.12575,0.97219,0.84712,0.41726
0.031233,0.97986,0.99315,0.58726
0.11123,0.98932,0.75384,0.54425
0.033836,0.99479,0.92096,0.56384
0.057808,0.87603,0.69616,0.21192
0.039315,0.89712,0.70192,0.0052055
0.063425,0.23767,0.99233,0.12918
0.020822,0.77822,0.98411,0.39479
0.1111,0.80397,0.77808,0.12849
0.0038356,0.14466,0.78685,0.20589
0.13466,0.98986,0.31877,0.059726
0.31726,0.51781,0.0030137,0.00013699
0.32507,0.17767,0.085342,0.0090411
0.085068,0.94178,0.8263,0.096712
