673,3.8486e+05,4.368
1860,1.1597e+05,12.97
5227,20219,2.1459
2700,1.9263e+05,4.697
4170,62968,0.51627
2460,1.436e+05,3.7096
480,1.2885e+05,0.056161
6660,4.759e+05,0.46459
1355,2.0595e+05,0
1020,1.6718e+05,3.8237
4139,1.787e+05,1.1523
1203,27066,8.3593
930,98999,1.1523
4320,1.6724e+05,0.65792
160,68613,0
3037,1.8888e+05,0.83652
4890,26856,3.1659
1526,23737,5.3926
6914,42969,4.1944
1456,26520,4.1944
130,18239,4.1944
2009,44694,0.1256
5054,1.1499e+05,0.12965
1574,2.2646e+05,0.018586
120,70390,4.9327
2550,1.654e+05,0.12965
120,89491,2.1288
2806,42171,0
3690,78105,0.034043
1025,73084,0.017417
12652,32542,1.4933
3314,3.4668e+05,2.8993
2880,1.139e+05,1.4933
2895,1.3844e+05,9.4718
1205,2.4015e+05,0
3646,2.2695e+05,2.8993
1324,1.0068e+05,0.63932
2054,2.3672e+05,0
3090,1.1812e+05,0.39008
2415,1.0315e+05,0
1200,35185,7.8526
960,47905,0.026193
450,1.487e+05,2.4817
90,76847,0
645,1.8286e+05,0
388,72193,0.0079354
1452,1.0152e+05,0
1695,2.6396e+05,2.4817
1110,1.0646e+05,2.4817
3060,1.3484e+05,5.3696
5865,1.9024e+05,0.10318
180,70781,0
1260,1.0766e+05,0.10318
8430,2.0609e+05,0.10318
1830,1.487e+05,1.25
3339,85912,0.12489
1290,62911,1.2365
1579,4.0733e+05,0
4458,67943,0.1746
7540,35636,4.0518
5490,97933,0.10629
2880,1.684e+05,0.43715
2520,1.7714e+05,0.14183
2880,2.2149e+05,0.43715
11700,1.5437e+06,0.50329
1,80530,0.13
1440,4.9108e+05,0
8640,1.1205e+05,1.1966
2880,2.3827e+05,0.43715
2880,8.4141e+05,0.14183
7440,1.0975e+05,0.32229
1500,29321,4.3988
2040,4.0701e+05,12.353
13619,2.6206e+05,0.80968
13141,4.7954e+05,0.14621
7962,1.0032e+05,2.1181
2464,50355,2.9476
9855,33570,1.9982
1631,2.7824e+05,0.87093
208,82336,0
1920,6.5812e+05,5.9407
4050,1.463e+05,1.1142
300,42668,10.436
3494,1.164e+05,1.167
840,53503,9.1601
21,0.90873,0.53858
2245,2.8491e+05,10.124
2220,77780,6.3489
2550,1.3081e+05,12.96
1301,2.5875e+05,0
7430,1.5903e+05,0.67008
6787,1.1984e+06,0
8077,1.2155e+06,0.70209
150,95701,3.2924
11058,2.5897e+05,0.55256
2021,1.2155e+05,0.70209
3000,2.8096e+05,1.6963
373,70612,0.070286
2670,1.1599e+05,0.34243
1260,78382,0.034611
3894,53983,0.48646
2941,1.2052e+05,0.4477
165,60885,0.33203
420,1.5892e+05,1.6963
181,31112,4.8283
569,1.3247e+05,0.97005
870,2.8974e+05,1.6963
3189,54495,0.48646
1372,51847,0.33203
1440,84497,0.97005
200,98463,0.89367
1120,2.8535e+05,1.593
240,2.2396e+05,0.076993
3067,2.0711e+05,0
210,2.098e+05,0
185,1.3168e+05,0.57794
1673,1.6206e+05,0
9540,2.7413e+05,0.45897
3525,80397,0.38724
13428,2.2598e+05,1.2421
10559,3.1442e+05,1.3539
20220,5.0762e+05,2.5909
11277,63164,0.45897
2535,3.5205e+05,1.7197
2507,4.4366e+05,0.84388
8919,7.114e+05,1.2421
1523,2.1244e+05,0
1187,3.1423e+05,7.8474
4080,1.3979e+05,1.4596
3100,41638,4.7689
1860,1.1645e+05,9.7031
290,1226.1,0.48912
2818,1.2464e+05,0.076893
4485,1.5264e+05,3.3666
103,1.6082e+05,0
210,2.3293e+05,0
4745,80200,1.1391
4140,91306,1.6848
1565,3.1488e+05,0
3630,1.0334e+05,3.8933
3000,1.0413e+05,17.286
2515,38257,2.6222
5310,3.2017e+05,17.286
1470,1.6176e+05,1.5026
30,80811,0.63542
1508,3.8245e+05,0
1698,1.7738e+05,0.2967
7740,7.6269e+05,15.153
255,48982,11.34
1336,2.4761e+05,3.6186
2730,1.3808e+05,2.0847
420,1.4378e+05,1.6161
1590,1.1102e+05,0.42056
900,1.6319e+05,1.3029
2730,45999,1.0624
1732,2.3382e+05,10.352
1272,86242,1.0541
1860,96208,4.7229
656,41039,8.8621
32,11800,1.0541
360,1.3715e+05,1.8378
5760,78141,2.1021
1080,74939,9.1033
3240,1.6062e+05,5.8675
5760,3.3895e+05,4.2137
479,1.6597e+05,7.3724
4320,1.1967e+05,5.1157
455,29621,6.2262
7809,3.8583e+05,7.3283
448,1.1893e+05,0
3943,36527,2.9948
9857,1.4663e+05,2.8402
2652,3.2933e+05,7.5725
59,51632,1.9935
300,1.3497e+06,0.003334
180,1.3497e+06,0.003334
6940,5.9544e+05,1.7954
1,3.6315e+05,0.94434
4122,3.9685e+05,0.084103
4177,2.3919e+05,0.0041815
4510,2.0122e+05,0.41138
1087,70535,0.084103
528,1.0202e+05,0.095193
1050,3.7316e+05,0.63371
985,61752,0.63371
285,1.8257e+05,0
4290,1.7052e+05,5.1191
2580,88848,3.5234
617,4.6421e+05,17.084
4125,87423,0.086063
390,1.2806e+05,0
60,1.0594e+05,12.731
2760,1.4432e+05,2.4349
538,2.0115e+05,1.8401
2790,3.6513e+05,3.7521
1060,2.0149e+05,2.0696
4050,1.4557e+05,2.1992
3960,2.4831e+05,0.94658
3579,40122,1.8889
4470,2.1652e+05,0.94658
1800,1.6284e+05,2.1992
1665,23211,12.274
1290,1.5683e+05,2.9019
1066,3.3688e+05,2.7473
6840,2.1417e+05,8.7547
840,55357,8.7547
210,1.4636e+05,0
360,2.0288e+05,9.2443
4140,1.0312e+05,7.7371
4380,1.9355e+05,5.501
872,24869,8.1578
295,2.2231e+05,8.5027
1020,4.0034e+05,5.2756
3102,28019,8.1578
1999,1.9489e+05,0.082517
251,76670,0.12164
1950,1.0352e+05,0.44252
210,1.8286e+05,7.5513
348,2.3579e+05,30.869
3020,1.1856e+05,12.939
3300,37554,12.939
2690,24051,12.939
5115,1.9157e+05,12.295
4254,2.1409e+06,0.8194
10080,3.2759e+05,0.95439
4338,70514,2.7992
2435,70054,0
803,2.1867e+05,0
1740,4.6755e+05,8.1258
166,25687,14.854
1995,1.6799e+05,2.3917
3540,75201,2.3917
1955,42195,6.9962
8880,7.485e+05,7.4937
232,51967,3.148
989,18297,10.433
1640,54960,10.518
1710,62218,5.974
3300,1.3765e+05,26.242
420,1.1422e+05,7.3153
72,3271.9,11.596
2700,1.7421e+05,5.3574
1042,1.3484e+05,22.417
280,3712.8,22.417
76,63047,0.81726
1513,1.4963e+05,5.1328
3050,1.7189e+05,14.697
3180,1.7942e+05,0
1455,21533,11.96
1355,1.9912e+05,2.4458
300,1.6567e+05,2.6245
2655,25674,11.96
796,2.3837e+05,20.916
165,55937,0.37784
425,29898,8.1138
4040,43393,0.080239
1125,59011,0.84445
2790,5.7858e+05,0.06717
6878,37668,1.1331
3180,79554,0.06717
961,43942,2.788
990,5.327e+05,24.969
4020,28261,10.55
2431,1920.9,31.91
360,24363,10.55
1110,1.4943e+05,4.9814
7881,54979,13.068
300,1.546e+05,2.7971
502,63605,1.8044
4291,8.1741e+05,5.8476
180,64837,4.2776
795,2.6262e+05,1.7052
3030,70343,21.689
227,1.6343e+05,14.07
61,72116,6.1194
20,82753,1.6509
350,88212,2.1013
262,1.2939e+05,17.128
600,2.3637e+05,0.066034
4005,1.2121e+05,3.9612
2400,1.6348e+05,1.9482
15750,1.3265e+05,8.6013
18334,4.3286e+05,8.6013
16970,4.3286e+05,8.6013
4225,4.7484e+05,0.34575
6857,40527,1.6715
1145,2.9447e+05,0.13349
12207,38299,17.882
214,79910,1.7279
3687,3.4252e+05,6.0138
1650,1.2006e+05,5.9218
1260,35372,14.359
65,16672,10.79
13,3525.8,21.835
737,77043,1.8931
4180,96648,6.419
5147,2.2206e+05,1.8931
3600,5.1478e+05,1.7012
3120,54188,3.2294
4042,2.643e+05,1.3885
300,98053,1.7012
6450,1.5117e+05,1.3885
3700,43890,4.1358
4320,3.9635e+05,5.7495
2940,3.052e+05,4.4517
46,93151,1.7973
1750,63709,18.782
29,1.9158e+05,0.057533
390,2.0022e+05,0.30115
250,43277,1.6711
230,18658,19.59
990,1.3064e+05,4.6858
1062,3682.7,21.348
416,68162,2.518
2579,1.1191e+05,2.518
1440,84581,3.3164
24,1.2419e+05,16.79
8430,3.094e+05,4.3231
3775,93772,0.41326
457,808.82,22.439
12360,28442,1.0547
1025,1.1138e+05,5.0832
459,1.3411e+05,0.58936
1405,54771,15.623
4576,90355,0.23705
29356,3831.8,14.681
852,3.2717e+05,0.030817
187,84985,5.3879
4187,2.6512e+05,7.0469
2650,66640,3.1891
3480,2.1499e+05,5.4479
450,2.3649e+05,5.4479
236,29018,12.758
4560,3.2466e+05,3.3575
1133,40678,12.758
129,10659,17.899
1,10334,0.16457
3335,2.3608e+05,5.3491
2740,38848,17.899
146,1.3959e+05,1.9402
1680,1.1156e+05,1.657
1108,1.1652e+05,5.3491
2022,1.0556e+05,22.442
4449,58664,19.732
1684,88289,24.73
605,96462,1.4384
3055,90595,20.236
615,23221,20.236
2175,25883,20.236
405,1.2812e+05,1.5302
131,3519.1,28.159
293,62128,1.8204
26,20941,15.553
6225,2.1239e+05,15.553
2759,1.2941e+05,15.553
1230,2.5158e+05,0.395
1234,76872,1.0293
2940,1.0087e+05,15.553
195,1.731e+05,0.395
60,31383,3.538
300,84132,6.9396
2900,21696,14.8
2025,1.1562e+05,0.0017293
2940,4.0529e+05,2.5832
3120,1.6212e+05,2.5832
1314,26901,2.2018
4045,1.1567e+05,1.9002
201,84574,5.8064
60,28465,0.0017293
385,4970.2,0.9768
3960,2.4915e+05,22.652
840,1874,5.9524
662,3.167e+05,1.022
84,54714,3.6467
5985,1.5225e+05,20.393
6187,3.1207e+05,20.491
736,1.7038e+05,0.0013495
3297,36730,20.491
3600,39649,3.857
1100,29859,14.578
3720,1.0842e+05,6.1519
331,22888,0.23759
285,21601,16.533
1335,2.6246e+05,5.3302
4003,4469.6,4.266
109,2168.9,29.205
573,1.4078e+05,10.543
155,72744,2.6661
485,35663,25.357
3020,2.0787e+06,25.694
387,78221,0.0041419
2190,2.8931e+05,0.57331
1270,23759,25.357
135,1.7477e+05,0.75369
510,87717,11.66
391,1.6046e+05,0.0041419
785,55057,25.357
4801,1.8933e+05,0.83355
2885,30.989,4.5851
2235,1.434e+05,23.769
4530,1.0464e+05,2.8117
278,2.7134e+05,4.636
1470,18019,16.994
3138,1.5929e+05,2.995
2822,75534,16.994
1980,9.9222e+05,0.64417
2145,6.4336e+05,1.2152
3449,1.1633e+05,6.2201
6073,9.4781e+05,1.978
8425,2.503e+05,2.5531
3909,1.4426e+05,2.3068
300,7.5453e+05,42.158
2940,1.1262e+05,15.758
2074,39554,21.107
379,0.6366,21.107
420,5.0013e+06,13.13
420,5.0013e+06,13.13
10500,1.0295e+05,0.0046344
210,6366,18.332
300,5.0013e+06,13.262
600,22918,18.332
1440,99727,5.912
7500,1.4587e+05,0.24159
1250,32552,18.332
7860,2.7219e+05,0.14412
1486,1.06e+05,10.195
437,20837,22.318
3088,1.1777e+05,18.953
17640,1.0611e+06,41.307
1759,43554,18.953
1398,9.909e+05,0.14412
9,75537,2.6444
907,1.0876e+05,2.6444
4154,1.5074e+05,9.6504
618,1.5005e+05,2.3088
3499,23236,15.325
1619,24265,15.325
25,5411.1,15.325
